event_id,discipline,division_label,division_gender,division_class,division_age_band,event_name,place,rider_name,nationality,score_or_time,notes,sources,confidence,citation_status
air-and-style--2003,big-air,,mixed,open,,,2,Joni Malmi,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2003,big-air,,mixed,open,,,3,Nicolas Müller,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2004,big-air,,men,open,,,1,Shaun White,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2004,big-air,,men,open,,,2,Nicolas Müller,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2004,big-air,,men,open,,,3,Jussi Oksanen,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2005,big-air,,mixed,open,,,1,Hampus Mosesson,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2005,big-air,,mixed,open,,,2,Mathieu Crepel,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2005,big-air,,mixed,open,,,3,Jussi Oksanen,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2006,big-air,,mixed,open,,,1,Travis Rice,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2006,big-air,,mixed,open,,,2,Risto Mattila,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2006,big-air,,mixed,open,,,3,Antti Autti,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2007,big-air,,mixed,open,,,1,Kevin Pearce,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2007,big-air,,mixed,open,,,2,Mikkel Bang,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2007,big-air,,mixed,open,,,3,Torstein Horgmo,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2008-a,quarterpipe,,mixed,open,,,1,Kevin Pearce,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2008-a,quarterpipe,,mixed,open,,,2,Scotty Lago,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2008-a,quarterpipe,,mixed,open,,,3,Peetu Piiroinen,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2009-a,quarterpipe,,mixed,open,,,1,Colin Frei,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2009-a,quarterpipe,,mixed,open,,,2,Peetu Piiroinen,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2009-a,quarterpipe,,mixed,open,,,3,Olivier Gittler,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2009-b,big-air,,mixed,open,,,1,Marko Grilc,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2009-b,big-air,,mixed,open,,,2,Peetu Piiroinen,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2009-b,big-air,,mixed,open,,,3,Andreas Wiig,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2010,big-air,,mixed,open,,,1,Sébastien Toutant,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2010,big-air,,mixed,open,,,2,Seppe Smits,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2010,big-air,,mixed,open,,,3,Elias Elhardt,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2011-a,big-air,,mixed,open,,,1,Mark McMorris,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2011-a,big-air,,mixed,open,,,2,Peetu Piiroinen,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2011-a,big-air,,mixed,open,,,3,Werner Stock,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2011-b,big-air,,mixed,open,,,1,Peetu Piiroinen,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2011-b,big-air,,mixed,open,,,2,Seppe Smits,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2011-b,big-air,,mixed,open,,,3,Haldor Helgason,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2011-c,big-air,,mixed,open,,,1,Ulrik Badertscher,NOR,,,"{""https://www.worldsnowboardfederation.org/air-and-style-norwegian-air-force-conquer-china/"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2011-c,big-air,,mixed,open,,,2,Torstein Horgmo,NOR,,,"{""https://www.worldsnowboardfederation.org/air-and-style-norwegian-air-force-conquer-china/"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2011-c,big-air,,mixed,open,,,3,Ståle Sandbech,NOR,,,"{""https://www.worldsnowboardfederation.org/air-and-style-norwegian-air-force-conquer-china/"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2012-a,big-air,,mixed,open,,,1,Peetu Piiroinen,FIN,,,"{""https://www.worldsnowboardfederation.org/billabong-air-and-style-2012/"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2012-a,big-air,,mixed,open,,,2,Seppe Smits,BEL,,,"{""https://www.worldsnowboardfederation.org/billabong-air-and-style-2012/"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2012-a,big-air,,mixed,open,,,3,Niklas Mattsson,SWE,,,"{""https://www.worldsnowboardfederation.org/billabong-air-and-style-2012/"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2012-b,big-air,,mixed,open,,,1,Yuki Kadono,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2012-b,big-air,,mixed,open,,,2,Peetu Piiroinen,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2012-b,big-air,,mixed,open,,,3,Ståle Sandbech,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2013-a,big-air,,mixed,open,,,1,Eric Willett,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2013-a,big-air,,mixed,open,,,2,Sébastien Toutant,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2013-a,big-air,,mixed,open,,,3,Aleksander Østreng,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2013-c,big-air,,mixed,open,,,1,Sven Thorgren,SWE,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://www.worldsnowboardfederation.org/sven-thorgren-swe-wins-the-6-star-airstyle-beijing/"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2013-c,big-air,,mixed,open,,,2,Sage Kotsenburg,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://www.worldsnowboardfederation.org/sven-thorgren-swe-wins-the-6-star-airstyle-beijing/"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2013-c,big-air,,mixed,open,,,3,Kim Rune Hansen,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://www.worldsnowboardfederation.org/sven-thorgren-swe-wins-the-6-star-airstyle-beijing/"",""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified,live-source
air-and-style--2014,big-air,,mixed,open,,,1,Emil Ulsletten,NOR,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2014,big-air,,mixed,open,,,2,Ståle Sandbech,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2014,big-air,,mixed,open,,,3,Torgeir Bergrem,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2015-a,big-air,,mixed,open,,,1,Ståle Sandbech,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2015-a,big-air,,mixed,open,,,2,Peetu Piiroinen,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2015-a,big-air,,mixed,open,,,3,Yuki Kadono,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2015-b,big-air,,mixed,open,,,1,Yuki Kadono,JPN,,,"{""https://www.ibtimes.co.uk/air-style-los-angeles-2015-yuki-kadono-wins-first-switch-backside-triple-cork-1620-1489139"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2015-b,big-air,,mixed,open,,,2,Sébastien Toutant,CAN,,,"{""https://www.ibtimes.co.uk/air-style-los-angeles-2015-yuki-kadono-wins-first-switch-backside-triple-cork-1620-1489139"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2015-b,big-air,,mixed,open,,,3,Ståle Sandbech,NOR,,,"{""https://www.ibtimes.co.uk/air-style-los-angeles-2015-yuki-kadono-wins-first-switch-backside-triple-cork-1620-1489139"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2016-a,big-air,,mixed,open,,,1,Sébastien Toutant,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2016-a,big-air,,mixed,open,,,2,Marcus Kleveland,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2016-a,big-air,,mixed,open,,,3,Torgeir Bergrem,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2016-b,big-air,,mixed,open,,,1,Yuki Kadono,,,,"{""https://www.worldsnowboardfederation.org/sven-thorgren-won-2016-airstyle-tour/"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2016-b,big-air,,mixed,open,,,2,Kyle Mack,,,,"{""https://www.worldsnowboardfederation.org/sven-thorgren-won-2016-airstyle-tour/"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2016-b,big-air,,mixed,open,,,3,Sven Thorgren,,,,"{""https://www.worldsnowboardfederation.org/sven-thorgren-won-2016-airstyle-tour/"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2017-a,big-air,,men,open,,,1,Max Parrot,CAN,184.32,,"{""https://olympic.ca/2017/02/04/air-style-parrot-wins-big-air-in-innsbruck/"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2017-a,big-air,,men,open,,,2,Marcus Kleveland,NOR,179.99,,"{""https://olympic.ca/2017/02/04/air-style-parrot-wins-big-air-in-innsbruck/"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2017-a,big-air,,men,open,,,3,Sven Thorgren,SWE,176.33,,"{""https://olympic.ca/2017/02/04/air-style-parrot-wins-big-air-in-innsbruck/"",""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2017-a,big-air,,women,open,,,1,Enni Rukajärvi,FIN,,,"{""https://www.meinbezirk.at/innsbruck/c-lokales/ergebnisse-air-+-style_a2014182""}",verified,live-source
air-and-style--2017-a,big-air,,women,open,,,2,Katie Ormerod,GBR,,,"{""https://www.meinbezirk.at/innsbruck/c-lokales/ergebnisse-air-+-style_a2014182""}",verified,live-source
air-and-style--2017-a,big-air,,women,open,,,3,Sina Candrian,SUI,,,"{""https://www.meinbezirk.at/innsbruck/c-lokales/ergebnisse-air-+-style_a2014182""}",verified,live-source
air-and-style--2017-b,big-air,,men,open,,,1,Mark McMorris,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://onboardmag.com/news/snowboarding-events/air-and-style-beijing-2017-anna-gasser-mark-mcmorris-win-big-air.html""}",verified,live-source
air-and-style--2017-b,big-air,,men,open,,,2,Tiarn Collins,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://onboardmag.com/news/snowboarding-events/air-and-style-beijing-2017-anna-gasser-mark-mcmorris-win-big-air.html""}",verified,live-source
air-and-style--2017-b,big-air,,men,open,,,3,Torgeir Bergrem,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://onboardmag.com/news/snowboarding-events/air-and-style-beijing-2017-anna-gasser-mark-mcmorris-win-big-air.html""}",verified,live-source
air-and-style--2017-b,big-air,,women,open,,,1,Anna Gasser,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://onboardmag.com/news/snowboarding-events/air-and-style-beijing-2017-anna-gasser-mark-mcmorris-win-big-air.html""}",verified,live-source
air-and-style--2017-b,big-air,,women,open,,,2,Miyabi Onitsuka,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://onboardmag.com/news/snowboarding-events/air-and-style-beijing-2017-anna-gasser-mark-mcmorris-win-big-air.html""}",verified,live-source
air-and-style--2017-b,big-air,,women,open,,,3,Enni Rukajärvi,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://onboardmag.com/news/snowboarding-events/air-and-style-beijing-2017-anna-gasser-mark-mcmorris-win-big-air.html""}",verified,live-source
air-and-style--2017-c,big-air,,men,open,,,1,Maxence Parrot,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2017-c,big-air,,men,open,,,2,Seppe Smits,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2017-c,big-air,,men,open,,,3,Marcus Kleveland,,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",verified,live-source
air-and-style--2019,big-air,,men,open,,,1,Maxence Parrot,CAN,,,"{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://usskiandsnowboard.org/news/corning-third-air-style-big-air-world-cup""}",verified,live-source
